STATEFP,PLACEFP,PLACENS,GEOID,NAME,NAMELSAD,LSAD,CLASSFP,PCICBSA,PCINECTA,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,STATEFP.1,COUNTYFP,TRACTCE,AFFGEOID,GEOID.1,NAME.1,LSAD.1,ALAND.1,AWATER.1,geometry
53,70000,02412025,5370000,Tacoma,Tacoma city,25,C1,Y,N,G4110,A,128789928,32870833,+47.2521991,-122.4598318,53,053,060300,1400000US53053060300,53053060300,603,CT,5515503,9884998,"list(c(-122.547408, -122.541335, -122.533338, -122.519733, -122.514974, -122.512383, -122.507822, -122.507026, -122.506897310826, -122.502828944374, -122.499273, -122.499275, -122.498923618729, -122.502962, -122.500195, -122.498532, -122.503812, -122.515757, -122.521045, -122.525148, -122.528777305108, -122.528738, -122.528868, -122.536819, -122.542048, -122.547747, -122.547408, 47.317734, 47.318932, 47.31662, 47.307955, 47.306054, 47.307534, 47.305557, 47.302842, 47.3027375946209, 47.2994369335884, 
47.296552, 47.294922, 47.2946981473658, 47.294229, 47.293095, 47.290677, 47.29069, 47.290804, 47.290842, 47.29085, 47.2905748403788, 47.290888, 47.293113, 47.304428, 47.310714, 47.316403, 47.317734), c(-122.515708, -122.511273, -122.510394, -122.509551, -122.508098, -122.506511, -122.505168, -122.505177, -122.505164, -122.50513, -122.505129, -122.505126, -122.505126, -122.505125, -122.504357, -122.502966, -122.503272, -122.503706, -122.504121, -122.504271, -122.504439, -122.504624, -122.504793, -122.505068, 
-122.50525, -122.505528, -122.50565, -122.505764, -122.505834, -122.505836, -122.506013, -122.506125, -122.506225, -122.506315, -122.506319, -122.506372, -122.50642, -122.506445, -122.506512, -122.506536, -122.506563, -122.50658, -122.506625, -122.506625, -122.506687, -122.506767, -122.506877, -122.506904, -122.506927, -122.506936, -122.506949, -122.506986, -122.507284, -122.507397, -122.507409, -122.508337, -122.508613, -122.508639, -122.508678, -122.509305, -122.510351, -122.510427, -122.510537, 
-122.511517, -122.512904, -122.514288, -122.51564, -122.515645, -122.515647, -122.515669, -122.515672, -122.515675, -122.515675, -122.515679, -122.515689, -122.515708, 47.294429, 47.294379, 47.294369, 47.294369, 47.294362, 47.294356, 47.294356, 47.294848, 47.295728, 47.295811, 47.297207, 47.297592, 47.297617, 47.297839, 47.298348, 47.299268, 47.299521, 47.299839, 47.300007, 47.300095, 47.30021, 47.300386, 47.300552, 47.300776, 47.300923, 47.301071, 47.301136, 47.30117, 47.301238, 47.301303, 47.301513, 
47.301586, 47.301806, 47.301841, 47.301887, 47.301915, 47.302082, 47.302113, 47.302131, 47.302186, 47.302314, 47.30239, 47.302425, 47.30246, 47.302532, 47.30256, 47.302683, 47.302691, 47.302701, 47.302711, 47.302726, 47.302768, 47.30264, 47.302646, 47.302634, 47.302229, 47.302108, 47.302098, 47.302039, 47.301771, 47.301708, 47.301735, 47.301743, 47.301744, 47.301758, 47.30177, 47.301782, 47.300594, 47.299336, 47.298103, 47.297311, 47.296276, 47.29623, 47.295355, 47.294866, 47.294429))"
53,70000,02412025,5370000,Tacoma,Tacoma city,25,C1,Y,N,G4110,A,128789928,32870833,+47.2521991,-122.4598318,53,053,060600,1400000US53053060600,53053060600,606,CT,2130220,4742856,"list(c(-122.468168, -122.468169, -122.468168, -122.468169, -122.468172, -122.468169, -122.466855, -122.466859, -122.466896, -122.465289, -122.46462747699, -122.461076, -122.453132, -122.4442, -122.440321, -122.440310435951, -122.439265, -122.439626, -122.441332, -122.445098, -122.448362, -122.45108, -122.45398, -122.455913, -122.457165, -122.45779, -122.455024, -122.456349, -122.45898, -122.461609, -122.464169, -122.465956, -122.468328, -122.468168, 47.259798, 47.261074, 47.263258, 47.26363, 47.265446, 
47.267467, 47.268336, 47.270579, 47.274754, 47.274765, 47.2760762991564, 47.275447, 47.272399, 47.266723, 47.262023, 47.2620225229139, 47.260443, 47.260932, 47.261177, 47.266137, 47.268159, 47.270544, 47.266397, 47.263653, 47.261875, 47.260982, 47.260082, 47.259418, 47.258088, 47.256756, 47.255464, 47.255451, 47.255443, 47.259798))"
53,70000,02412025,5370000,Tacoma,Tacoma city,25,C1,Y,N,G4110,A,128789928,32870833,+47.2521991,-122.4598318,53,053,060800,1400000US53053060800,53053060800,608,CT,2583067,0,"list(c(-122.503853, -122.494599, -122.488835, -122.488834, -122.488863, -122.488878, -122.488866, -122.488858, -122.488851, -122.488843, -122.488842, -122.48884, -122.488986, -122.491665, -122.503807, -122.503826, -122.503831, -122.50382, -122.503838, -122.503818, -122.503841, -122.503843, -122.503841, -122.503853, 47.275895, 47.275839, 47.275807, 47.274856, 47.272993, 47.271995, 47.270136, 47.267334, 47.264591, 47.261796, 47.259932, 47.258994, 47.255292, 47.255313, 47.255365, 47.258971, 47.261776, 
47.264551, 47.265457, 47.267319, 47.270113, 47.271048, 47.27307, 47.275895))"
53,70000,02412025,5370000,Tacoma,Tacoma city,25,C1,Y,N,G4110,A,128789928,32870833,+47.2521991,-122.4598318,53,053,060905,1400000US53053060905,53053060905,609.05,CT,3038716,971534,"list(c(-122.544425, -122.534154062478, -122.533105, -122.523884, -122.521067, -122.515894, -122.515905, -122.515908, -122.515931, -122.515943, -122.518493, -122.526336, -122.529415, -122.531341, -122.536095, -122.53711, -122.539446, -122.544693265007, -122.544425, 47.26412, 47.2751543484272, 47.275108, 47.272179, 47.271332, 47.27109, 47.267127, 47.265508, 47.26331, 47.25737, 47.258047, 47.258664, 47.258864, 47.258841, 47.258713, 47.25885, 47.259743, 47.2637834288324, 47.26412))"
53,70000,02412025,5370000,Tacoma,Tacoma city,25,C1,Y,N,G4110,A,128789928,32870833,+47.2521991,-122.4598318,53,053,061100,1400000US53053061100,53053061100,611,CT,4353613,41555,"list(c(-122.513837, -122.503807, -122.491665, -122.488986, -122.483639, -122.483692, -122.48358, -122.482735, -122.476259, -122.477045, -122.475143, -122.476086, -122.479415, -122.482425, -122.486583, -122.489244, -122.492651, -122.49548, -122.49772, -122.499163, -122.504546, -122.505196, -122.510959, -122.512866, -122.513837, 47.255422, 47.255365, 47.255313, 47.255292, 47.255268, 47.250018, 47.246263, 47.242757, 47.242788, 47.239924, 47.235035, 47.23502, 47.235163, 47.235515, 47.235009, 47.234911, 
47.234877, 47.234871, 47.235377, 47.23626, 47.242931, 47.243632, 47.250086, 47.25234, 47.255422))"
53,70000,02412025,5370000,Tacoma,Tacoma city,25,C1,Y,N,G4110,A,128789928,32870833,+47.2521991,-122.4598318,53,053,061400,1400000US53053061400,53053061400,614,CT,927202,0,"list(c(-122.454091, -122.449793, -122.445373, -122.444904, -122.443968, -122.4435, -122.442563, -122.448415, -122.451279, -122.452216, -122.452685, -122.452917, -122.453387, -122.453857, -122.454091, 47.255969, 47.256417, 47.256877, 47.254821, 47.25071, 47.248648, 47.244529, 47.243915, 47.243614, 47.247732, 47.249792, 47.250822, 47.25288, 47.25494, 47.255969))"
53,70000,02412025,5370000,Tacoma,Tacoma city,25,C1,Y,N,G4110,A,128789928,32870833,+47.2521991,-122.4598318,53,053,061601,1400000US53053061601,53053061601,616.01,CT,761485,0,"list(c(-122.445373, -122.443322, -122.444549, -122.441624, -122.439918, -122.441332, -122.439626, -122.439265, -122.435972, -122.434611, -122.434879, -122.436084, -122.436699, -122.4435, -122.443968, -122.444904, -122.445373, 47.256877, 47.258626, 47.260442, 47.259786, 47.257419, 47.261177, 47.260932, 47.260443, 47.255513, 47.249931, 47.249571, 47.249419, 47.249275, 47.248648, 47.25071, 47.254821, 47.256877))"
53,70000,02412025,5370000,Tacoma,Tacoma city,25,C1,Y,N,G4110,A,128789928,32870833,+47.2521991,-122.4598318,53,053,062000,1400000US53053062000,53053062000,620,CT,2065341,33947,"list(c(-122.431212, -122.428421, -122.418017, -122.415585, -122.414969, -122.413449, -122.413114, -122.412787, -122.408211, -122.407701, -122.4077, -122.407699, -122.41634, -122.416305, -122.417276, -122.420813, -122.42365, -122.426121, -122.427104, -122.427008, -122.428724, -122.428974, -122.429167, -122.431212, 47.233391, 47.234039, 47.238219, 47.238549, 47.238044, 47.231332, 47.229865, 47.228407, 47.228881, 47.226614, 47.224543, 47.220875, 47.220893, 47.223109, 47.223115, 47.223108, 47.222971, 
47.223116, 47.224365, 47.227431, 47.229012, 47.230712, 47.231403, 47.233391))"
53,70000,02412025,5370000,Tacoma,Tacoma city,25,C1,Y,N,G4110,A,128789928,32870833,+47.2521991,-122.4598318,53,053,062400,1400000US53053062400,53053062400,624,CT,2266569,0,"list(c(-122.44195, -122.440634, -122.434039, -122.428768, -122.426121, -122.425354, -122.427272, -122.426445, -122.426181, -122.426326, -122.426245, -122.424911, -122.424085, -122.423777, -122.432652, -122.433973, -122.441826, -122.441826, -122.441832, -122.441874, -122.441873, -122.441867, -122.44195, 47.223068, 47.223069, 47.223091, 47.222814, 47.223116, 47.221473, 47.218395, 47.217064, 47.213817, 47.212262, 47.211758, 47.20994, 47.208592, 47.206326, 47.206367, 47.206374, 47.206402, 47.209113, 
47.210019, 47.211818, 47.21364, 47.218341, 47.223068))"
53,70000,02412025,5370000,Tacoma,Tacoma city,25,C1,Y,N,G4110,A,128789928,32870833,+47.2521991,-122.4598318,53,053,062500,1400000US53053062500,53053062500,625,CT,2900393,0,"list(c(-122.463275, -122.455086, -122.452271, -122.449253, -122.44195, -122.441867, -122.441873, -122.441874, -122.441832, -122.441826, -122.441826, -122.452344, -122.458496, -122.461477, -122.462442, -122.463046, -122.463275, 47.222992, 47.223189, 47.223144, 47.223121, 47.223068, 47.218341, 47.21364, 47.211818, 47.210019, 47.209113, 47.206402, 47.206448, 47.206531, 47.206565, 47.213876, 47.218496, 47.222992))"
53,70000,02412025,5370000,Tacoma,Tacoma city,25,C1,Y,N,G4110,A,128789928,32870833,+47.2521991,-122.4598318,53,053,062801,1400000US53053062801,53053062801,628.01,CT,3760443,12847,"list(c(-122.505385, -122.505339, -122.505304, -122.505282, -122.505271, -122.505275, -122.505269, -122.50526, -122.505257, -122.505255, -122.505251, -122.505248, -122.505245, -122.505244, -122.50524, -122.505203, -122.505152, -122.50515, -122.505149, -122.505149, -122.50513, -122.505126, -122.505122, -122.5051500466, -122.50515, -122.505135706825, -122.505129, -122.505113, -122.505107, -122.505092, -122.505091, -122.505089, -122.505067, -122.50508, -122.505055, -122.505037, -122.505006, -122.50503, 
-122.505028, -122.504974296488, -122.50497, -122.50495, -122.505269, -122.505196, -122.504546, -122.499163, -122.49772, -122.49548, -122.492651, -122.489244, -122.486583, -122.482425, -122.479415, -122.476086, -122.475143, -122.47432, -122.478338, -122.482007, -122.48607, -122.48609, -122.489711, -122.489718, -122.493362, -122.493903, -122.494177, -122.494383, -122.493218, -122.49701, -122.50209, -122.505385, 47.206514, 47.206703, 47.206893, 47.207083, 47.207274, 47.207991, 47.20839, 47.209207, 47.209441, 
47.209914, 47.210966, 47.21163, 47.21246, 47.212657, 47.213799, 47.217498, 47.22107, 47.222284, 47.222821, 47.22289, 47.225389, 47.225984, 47.226505, 47.2282467905896, 47.228418, 47.2296086547125, 47.229889, 47.230672, 47.232, 47.232767, 47.233246, 47.233274, 47.233611, 47.234413, 47.235951, 47.236006, 47.237527, 47.239284, 47.239712, 47.2419152209917, 47.241998, 47.242912, 47.242901, 47.243632, 47.242931, 47.23626, 47.235377, 47.234871, 47.234877, 47.234911, 47.235009, 47.235515, 47.235163, 47.23502, 
47.235035, 47.233797, 47.233061, 47.231448, 47.231255, 47.22924, 47.229237, 47.227262, 47.223701, 47.21384, 47.212893, 47.209631, 47.206232, 47.206513, 47.206525, 47.206514))"
53,70000,02412025,5370000,Tacoma,Tacoma city,25,C1,Y,N,G4110,A,128789928,32870833,+47.2521991,-122.4598318,53,053,063000,1400000US53053063000,53053063000,630,CT,2204911,0,"list(c(-122.464815, -122.467266, -122.468298606402, -122.473894, -122.47383, -122.47133, -122.469823, -122.47377, -122.47374, -122.473665, -122.473603, -122.473612, -122.47364, -122.47369, -122.465691, -122.463856, -122.461477, -122.461139, -122.461202, -122.462133, -122.462277, -122.463794, -122.464815, 47.184688, 47.184721, 47.1847271373337, 47.18479, 47.186502, 47.186607, 47.190143, 47.19018, 47.191974, 47.19561, 47.199226, 47.201043, 47.206441, 47.208728, 47.208713, 47.206452, 47.206565, 47.203673, 
47.20265, 47.196474, 47.190793, 47.184692, 47.184688))"
53,70000,02412025,5370000,Tacoma,Tacoma city,25,C1,Y,N,G4110,A,128789928,32870833,+47.2521991,-122.4598318,53,053,063400,1400000US53053063400,53053063400,634,CT,3860357,0,"list(c(-122.420972559939, -122.420978, -122.420978, -122.420975205493, -122.420981, -122.420982, -122.420955, -122.420941, -122.42095, -122.420952, -122.420953, -122.420954, -122.420966, -122.420966, -122.420966, -122.42280407517, -122.423552, -122.424882, -122.425278, -122.425560184417, -122.43142, -122.433134, -122.434079, -122.435417, -122.435577, -122.435945, -122.436724, -122.439338631406, -122.440039, -122.441987, -122.441979, -122.441962, -122.441924, -122.441887, -122.43661, -122.434031, 
-122.431384, -122.423228, -122.421206, -122.42096, -122.420972559939, 47.1852742146782, 47.184517, 47.184439, 47.1838996601849, 47.180889, 47.18036, 47.179987, 47.17521, 47.173442, 47.173256, 47.17316, 47.172991, 47.171383, 47.171011, 47.170098, 47.1700865713711, 47.170086, 47.170087, 47.170085, 47.1700694346674, 47.170033, 47.170047, 47.170051, 47.17006, 47.170061, 47.170064, 47.170067, 47.1700809102564, 47.170085, 47.170095, 47.17374, 47.181013, 47.188267, 47.191917, 47.19188, 47.191847, 47.191873, 
47.191885, 47.19181, 47.1918, 47.1852742146782))"
53,70000,02412025,5370000,Tacoma,Tacoma city,25,C1,Y,N,G4110,A,128789928,32870833,+47.2521991,-122.4598318,53,053,940001,1400000US53053940001,53053940001,9400.01,CT,3030015,13361987,"list(c(-122.431281, 47.311237), c(-122.4307, 47.306116), c(-122.421909, 47.312046), c(-122.418418, 47.312062), c(-122.418409, 47.313874), c(-122.416676, 47.315666), c(-122.414415, 47.315639), c(-122.414371, 47.312102), c(-122.408988, 47.31213), list(c(-122.43272821587, -122.432769, -122.432717, -122.432712, -122.432878, -122.433004, -122.433007, -122.432988, -122.43294, -122.432921, -122.432866, -122.432788, -122.432542, -122.432333, -122.432124, -122.432015, -122.431861, -122.431851, -122.433276, 
-122.433274, -122.433331, -122.433355, -122.433353, -122.43335, -122.433776, -122.433816, -122.434042, -122.434555, -122.434553, -122.434007, -122.433741, -122.433703, -122.433271, -122.432971, -122.432239, -122.432199, -122.432167, -122.432054, -122.432004, -122.430707, -122.430617, -122.43053, -122.430614, -122.430669, -122.430618832116, -122.432478, -122.43272821587, 47.2971052765694, 47.298145, 47.29819, 47.29824, 47.298588, 47.298905, 47.298986, 47.299069, 47.299196, 47.299241, 47.299314, 47.299378, 
47.299547, 47.299676, 47.299831, 47.299937, 47.300103, 47.301137, 47.301139, 47.301604, 47.301604, 47.301619, 47.301752, 47.302002, 47.302005, 47.302005, 47.302007, 47.302014, 47.302066, 47.302059, 47.302058, 47.302057, 47.302054, 47.302052, 47.302048, 47.302047, 47.302047, 47.302046, 47.301823, 47.301822, 47.301824, 47.301365, 47.300415, 47.297944, 47.2971283513426, 47.297014, 47.2971052765694)), list(c(-122.430617, -122.430649, -122.430657, -122.430687, -122.43071, -122.4306923783, -122.430617, 
47.301824, 47.302192, 47.302838, 47.303587, 47.304485, 47.3057218754859, 47.301824)), list(c(-122.430936128628, -122.431118, -122.431721, -122.431895, -122.43217, -122.432153, -122.432121, -122.432166, -122.430936128628, 47.3064585959021, 47.306617, 47.307072, 47.307282, 47.307729, 47.308029, 47.308076, 47.308243, 47.3064585959021)), list(c(-122.429982, -122.429055, -122.427673, -122.429982, 47.31206, 47.312057, 47.312051, 47.31206)), list(c(-122.427673, -122.427677, -122.42768, -122.427682, -122.427673, 
47.312051, 47.313207, 47.314376, 47.315266, 47.312051)), list(c(-122.427682, -122.427468, -122.42718, -122.427119, -122.427059, -122.426601, -122.426422, -122.426416, -122.426411, -122.426412385031, -122.427682, 47.315266, 47.315265, 47.315264, 47.315264, 47.315264, 47.315262, 47.315261, 47.31523, 47.314953, 47.3148671281043, 47.315266)), list(c(-122.425021, -122.425021, -122.425024, -122.425014, -122.42502, -122.425043435299, -122.425021, 47.31443, 47.314396, 47.314017, 47.313579, 47.31318, 47.3129679663414, 
47.31443)), list(c(-122.425057, -122.424874, -122.423472, -122.422693179211, -122.425057, 47.312084, 47.312085, 47.312095, 47.3120554659498, 47.312084)), list(c(-122.414408405473, -122.414408, -122.414407666667, -122.414408405473, 47.315108889924, 47.31508, 47.3150495000011, 47.315108889924)), list(c(-122.414393117229, -122.414393, -122.414392367412, -122.414393117229, 47.3138799236228, 47.313875, 47.3138196485685, 47.3138799236228)), list(c(-122.409008, -122.409008, -122.409007, -122.409007, -122.409144, 
-122.409008, 47.30703, 47.306953, 47.306638, 47.306413, 47.305889, 47.30703)), list(c(-122.409144, -122.40914, -122.409126, -122.409134, -122.409144, 47.305889, 47.305839, 47.30533, 47.304727, 47.305889)), list(c(-122.409134, -122.409003, -122.408985, -122.40896, -122.408776, -122.408642, -122.40846, -122.408071, -122.408055, -122.406407, -122.406124, -122.405886, -122.405641, -122.4054, -122.405158, -122.404914, -122.401712, -122.401468, -122.401224, -122.40098, -122.400736, -122.400451, -122.400371, 
-122.398245, -122.398197, -122.398076, -122.398036, -122.397955, -122.397483, -122.396697, -122.396385, -122.395802, -122.395149, -122.394637, -122.393859, -122.393495, -122.39149, -122.389745935726, -122.38965, -122.389567, -122.397782, -122.402524, -122.402996, -122.407817, -122.409134, 47.304727, 47.304722, 47.304722, 47.304722, 47.30472, 47.304719, 47.304719, 47.304715, 47.304715, 47.304703, 47.304701, 47.3047, 47.304698, 47.304696, 47.304695, 47.304693, 47.304669, 47.304667, 47.304665, 47.304663, 
47.304661, 47.304659, 47.304658, 47.304641, 47.304641, 47.304644, 47.304645, 47.304646, 47.304656, 47.304672, 47.304679, 47.304691, 47.304689, 47.304335, 47.303795, 47.303546, 47.302162, 47.3007426237188, 47.300663, 47.300597, 47.30176, 47.301027, 47.302944, 47.303006, 47.304727)))"
53,70000,02412025,5370000,Tacoma,Tacoma city,25,C1,Y,N,G4110,A,128789928,32870833,+47.2521991,-122.4598318,53,053,940004,1400000US53053940004,53053940004,9400.04,CT,17903047,148319,"list(list(c(-122.39431, -122.394372, -122.394373, -122.394374, -122.394375, -122.394387, -122.394399, -122.394412, -122.394424, -122.394445, -122.394466, -122.394478, -122.394596, -122.394476, -122.394793, -122.39469, -122.395153, -122.394904, -122.39431, 47.223055, 47.221137, 47.220966, 47.220883, 47.220801, 47.219974, 47.219067, 47.218161, 47.217254, 47.216335, 47.215416, 47.214883, 47.215682, 47.217882, 47.219243, 47.219955, 47.221025, 47.221995, 47.223055)), list(c(-122.394487, -122.394486, -122.394484, 
-122.39448, -122.394479, -122.394474, -122.39447, -122.394467, -122.394464, -122.394461, -122.394446, -122.394444, -122.394456, -122.394477, -122.394494, -122.394496, -122.39451, -122.394523, -122.394536, -122.394549, -122.394549, -122.394542, -122.394525, -122.3945, -122.394465, -122.394462, -122.394461, -122.394459, -122.394444, -122.394424, -122.394413, -122.394418, -122.396528, -122.396561, -122.395722, -122.395708, -122.395688, -122.394487, 47.210948, 47.210844, 47.210558, 47.210071, 47.209934, 
47.209476, 47.209017, 47.208755, 47.208384, 47.208105, 47.206467, 47.206294, 47.205896, 47.205161, 47.204565, 47.204473, 47.204008, 47.203548, 47.203094, 47.202645, 47.202631, 47.202494, 47.202169, 47.20171, 47.20104, 47.200996, 47.20097, 47.20093, 47.200646, 47.20027, 47.200069, 47.199519, 47.200316, 47.201204, 47.204358, 47.206384, 47.209456, 47.210948)), list(c(-122.394428, -122.394452, -122.394596, -122.394428, 47.194934, 47.191755, 47.191755, 47.194934)), list(c(-122.394596, -122.395908, -122.396256, 
-122.394596, 47.191755, 47.191752, 47.191753, 47.191755)), list(c(-122.396256, -122.397832, -122.398721, -122.399853, -122.402476, -122.396256, 47.191753, 47.191737, 47.191739, 47.191741, 47.191741, 47.191753)))"
53,70000,02412025,5370000,Tacoma,Tacoma city,25,C1,Y,N,G4110,A,128789928,32870833,+47.2521991,-122.4598318,53,053,060903,1400000US53053060903,53053060903,609.03,CT,2313031,1442717,"list(c(-122.534154062478, -122.533016, -122.532997282355, -122.529689, -122.528777305108, -122.525148, -122.521045, -122.515757, -122.515789, -122.515814, -122.515874, -122.515894, -122.521067, -122.523884, -122.533105, -122.534154062478, 47.2751543484272, 47.276377, 47.276416010566, 47.283311, 47.2905748403788, 47.29085, 47.290842, 47.290804, 47.287183, 47.281705, 47.274022, 47.27109, 47.271332, 47.272179, 47.275108, 47.2751543484272))"
53,70000,02412025,5370000,Tacoma,Tacoma city,25,C1,Y,N,G4110,A,128789928,32870833,+47.2521991,-122.4598318,53,053,061602,1400000US53053061602,53053061602,616.02,CT,1056965,0,"list(c(-122.4435, -122.436699, -122.436084, -122.437317, -122.436291, -122.434535, -122.433039, -122.432006, -122.432029, -122.43198, -122.432429, -122.432038, -122.432203, -122.431788, -122.431212, -122.434115, -122.436465, -122.440946, -122.440122, -122.440486, -122.442563, -122.4435, 47.248648, 47.249275, 47.249419, 47.247604, 47.243086, 47.243288, 47.24025, 47.240367, 47.240034, 47.239645, 47.23932, 47.238783, 47.238635, 47.23414, 47.233391, 47.233093, 47.23274, 47.231413, 47.233744, 47.235336, 
47.244529, 47.248648))"
53,70000,02412025,5370000,Tacoma,Tacoma city,25,C1,Y,N,G4110,A,128789928,32870833,+47.2521991,-122.4598318,53,053,062600,1400000US53053062600,53053062600,626,CT,6946140,6314,"list(c(-122.494177, -122.493903, -122.493362, -122.489718, -122.489711, -122.48609, -122.48607, -122.482007, -122.478338, -122.47432, -122.475143, -122.466925, -122.46526, -122.463676, -122.459105, -122.459114, -122.446291, -122.441811, -122.440486, -122.440122, -122.440946, -122.446621, -122.450897, -122.457781, -122.460686, -122.462918, -122.463275, -122.463046, -122.462442, -122.461477, -122.463856, -122.465691, -122.47369, -122.473714, -122.473627, -122.479184, -122.483378, -122.483382, -122.483635, 
-122.482682, -122.482424, -122.482385, -122.482384, -122.484996, -122.49277, -122.492179, -122.493218, -122.494383, -122.494177, 47.212893, 47.21384, 47.223701, 47.227262, 47.229237, 47.22924, 47.231255, 47.231448, 47.233061, 47.233797, 47.235035, 47.235139, 47.234465, 47.233438, 47.233155, 47.233856, 47.233757, 47.234553, 47.235336, 47.233744, 47.231413, 47.230157, 47.230256, 47.230988, 47.230367, 47.228439, 47.222992, 47.218496, 47.213876, 47.206565, 47.206452, 47.208713, 47.208728, 47.214845, 
47.218686, 47.218682, 47.218681, 47.214882, 47.213758, 47.211692, 47.206204, 47.20107, 47.197452, 47.197375, 47.197425, 47.198981, 47.206232, 47.209631, 47.212893))"
53,70000,02412025,5370000,Tacoma,Tacoma city,25,C1,Y,N,G4110,A,128789928,32870833,+47.2521991,-122.4598318,53,053,062300,1400000US53053062300,53053062300,623,CT,2455989,0,"list(c(-122.427272, -122.425354, -122.426121, -122.42365, -122.420813, -122.417276, -122.416305, -122.41634, -122.407699, -122.407661, -122.407653, -122.407698, -122.40789, -122.404184, -122.404518, -122.407975, -122.415313, -122.423777, -122.424085, -122.424911, -122.426245, -122.426326, -122.426181, -122.426445, -122.427272, 47.218395, 47.221473, 47.223116, 47.222971, 47.223108, 47.223115, 47.223109, 47.220893, 47.220875, 47.217502, 47.217214, 47.213536, 47.210813, 47.206253, 47.20625, 47.206237, 
47.206296, 47.206326, 47.208592, 47.20994, 47.211758, 47.212262, 47.213817, 47.217064, 47.218395))"
53,70000,02412025,5370000,Tacoma,Tacoma city,25,C1,Y,N,G4110,A,128789928,32870833,+47.2521991,-122.4598318,53,053,063200,1400000US53053063200,53053063200,632,CT,2361069,0,"list(c(-122.44185, -122.441819, -122.441838, -122.441835, -122.441826, -122.433973, -122.432652, -122.423777, -122.422222, -122.4222, -122.422107, -122.421206, -122.423228, -122.431384, -122.434031, -122.43661, -122.441887, -122.44185, 47.195552, 47.197897, 47.201887, 47.20279, 47.206402, 47.206374, 47.206367, 47.206326, 47.200795, 47.199046, 47.194067, 47.19181, 47.191885, 47.191873, 47.191847, 47.19188, 47.191917, 47.195552))"
53,70000,02412025,5370000,Tacoma,Tacoma city,25,C1,Y,N,G4110,A,128789928,32870833,+47.2521991,-122.4598318,53,053,940008,1400000US53053940008,53053940008,9400.08,CT,3054129,0,"list(c(-122.388661084507, -122.387918, -122.387021, -122.386509, -122.385571, -122.385299, -122.385153, -122.384842, -122.384678, -122.384665, -122.384321, -122.382921, -122.382162, -122.381839, -122.381592, -122.382168, -122.382232, -122.391404, -122.393742, -122.396343, -122.398915, -122.3998, -122.400836, -122.406342, -122.406854, -122.408973, -122.411844, -122.413613, -122.411278, -122.409008, -122.409144, -122.409134, -122.407817, -122.402996, -122.402524, -122.397782, -122.389567, -122.388661084507, 
47.3000024262415, 47.299494, 47.298926, 47.298558, 47.297909, 47.297751, 47.297678, 47.297557, 47.297512, 47.297508, 47.297217, 47.296252, 47.295729, 47.295506, 47.295336, 47.295261, 47.286438, 47.286468, 47.283412, 47.283279, 47.2833, 47.286791, 47.288417, 47.291767, 47.301033, 47.301129, 47.305893, 47.307422, 47.308026, 47.30703, 47.305889, 47.304727, 47.303006, 47.302944, 47.301027, 47.30176, 47.300597, 47.3000024262415))"
